Book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	583	16	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Onion	"Purple blotch, bulb rot, neck rot"
500-599	583	17	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Garlic	"Purple blotch, bulb rot, neck rot"
500-599	583	18	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Ornamentals	"Black spot, block rot, powdery mildew"
500-599	583	19	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Grapes	"Downy mildew, powdery mildew, fruit rot"
500-599	583	20	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Pepper	"Anthracnose, cercospora leaf spot, early blight"
500-599	583	21	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Melon	"Powdery mildew, cercospora, anthracnose, septoria fruit rot, earlyand late blight"
500-599	583	22	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Cucumber	"Powdery mildew, cercospora, anthracnose, septoria fruit rot, earlyand late blight"
500-599	583	23	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Squash	"Powdery mildew, cercospora, anthracnose, septoria fruit rot, earlyand late blight"
500-599	583	24	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Watermelon	"Powdery mildew, cercospora, anthracnose, septoria fruit rot, earlyand late blight"
500-599	583	25	"VAST AGRO SOLUTIONS, INC."	CHLOROTHALONIL	FUNGUTEK 500 SC	500 g/L	SC	FUNGICIDE	4	385-118-3252	26/01/2024	-	Celery	Early and late blight
500-599	583	26	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Banana	Sigatoka
500-599	583	27	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Beans	"Bacterial blight, rust"
500-599	583	28	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Cabbage	"Black rot, black leaf spot"
500-599	584	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	584	1	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Cacao	Black pod
500-599	584	2	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Carrot	"Carrot blight, alternaria"
500-599	584	3	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Cauliflower	"Downy mildew, alternaria leaf spot"
500-599	584	4	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Celery	Early and late blight
500-599	584	5	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Citrus	"Black apot, scab. Melanose, canker, fruit rot and brown"
500-599	584	6	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Coffee	"Leaf rust, coffee berry disease"
500-599	584	7	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Cucumber	"Anthracnose, septoria, cercospora, fruit rot, downy mildew"
500-599	584	8	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Grapes	"powdery mildew, black rot, downy"
500-599	584	9	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Mango	Anthracnose
500-599	584	10	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Onion	"Purple blotch, downy mildew"
500-599	584	11	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Pepper	Bacterial spot
500-599	584	12	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Potato	"Early blight, late blight"
500-599	584	13	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Rice	"Rice blast, sheath blight, bacterial leaf streak, bacterial leaf blight"
500-599	584	14	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Tomato	"Early blight, fruity rot septoria, downy mildew, anthracnose"
500-599	584	15	ALDIZ INCORPORATED	COPPER HYDROXIDE	FUNGURAN-OH	770 g/Kg	WP	FUNGICIDE	3	002-006-0554	31/12/2023		Watermelon	"Anthracnose, fruit rot"
500-599	584	16	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Potato	"Early blight, late blight, vine rot"
500-599	584	17	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Tomato	"Early blight, late blight, vine rot"
500-599	584	18	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Beans	"Rust, anthracnose"
500-599	584	19	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Carrot	"Alternaria leaf spot, cercospora leaf spot, helminthosporium leafspot"
500-599	584	20	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Crucifers	Powdery mildew
500-599	584	21	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Melon	"Powdery mildew, cercospora, septoria, fruit rot, anthracnose, earlyand late blight"
500-599	584	22	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Cucumber	"Powdery mildew, cercospora, septoria, fruit rot, anthracnose, earlyand late blight"
500-599	584	23	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Squash	"Powdery mildew, cercospora, septoria, fruit rot, anthracnose, earlyand late blight"
500-599	584	24	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Watermelon	"Powdery mildew, cercospora, septoria, fruit rot, anthracnose, earlyand late blight"
500-599	584	25	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Celery	"Early blight, late blight"
500-599	584	26	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Eggplant	"Early blight, late blight, cercospora leafspot, anthracnose"
500-599	584	27	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Onion	"Purple blotch, bulb rot, neck rot"
500-599	584	28	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Pepper	"Early blight, cercospora leaf spot, anthracnose"
500-599	585	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	585	1	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Grapes	"Downy mildew, powdery mildew, fruit rot"
500-599	585	2	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Mango	"Anthracnose, diplodia rot"
500-599	585	3	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Ornamentals	"Black spot, powdery mildew, black rot"
500-599	585	4	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Asparagus	Stem and leaf blight
500-599	585	5	ARIES RNE CHEMICAL CORPORATION	CHLOROTHALONIL	FUNGUNIL 720 SC	720 g/L	SC	FUNGICIDE	4	478-118-3107	18/01/2025		Banana	Black sigatoka
500-599	585	6	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Mungbeans	"Powdery mildew, cercospora leaf spot"
500-599	585	7	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Beans	"Powdery mildew, cercospora leaf spot"
500-599	585	8	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Wongbok	Cercospora leaf spot
500-599	585	9	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Cabbage	Cercospora leaf spot
500-599	585	10	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Calamansi	Scab
500-599	585	11	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Cucumber	Powdery mildew
500-599	585	12	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Ginger	Cercospora leaf spot
500-599	585	13	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Grapes	Powdery mildew
500-599	585	14	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Mandarin	Scab
500-599	585	15	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Mango	"Anthracnose, powdery mildew"
500-599	585	16	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Melon	Powdery mildew
500-599	585	17	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Orange	Scab
500-599	585	18	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Papaya	Powdery mildew
500-599	585	19	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Pepper	Cercospora leaf spot
500-599	585	20	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Rice	"Blast, sheath blight"
500-599	585	21	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Strawberry	Cercospora leaf spot
500-599	585	22	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Tobacco	"Leaf mold, frog eye"
500-599	585	23	"VAST AGRO SOLUTIONS, INC."	BENOMYL	FUNGUFREE PLUS 50 WP	500 g/Kg	WP	FUNGICIDE	4	385-167-2097	08/06/2022	SYSTEMIC	Banana	Black sigatoka
500-599	585	24	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Potato	Early and late blight
500-599	585	25	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Cabbage	"Downy mildew, alternaria leaf spot"
500-599	585	26	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Cauliflower	"Downy mildew, alternaria leaf spot"
500-599	585	27	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Broccoli	"Downy mildew, alternaria leaf spot"
500-599	585	28	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Celery	Late blight
500-599	586	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	586	1	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Cucumber	"Downy mildew, Anthracnose, Scab"
500-599	586	2	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Squash	"Downy mildew, Anthracnose, Scab"
500-599	586	3	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Cotton	Damping oil
500-599	586	4	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		lettuce	Downy mildew
500-599	586	5	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Beans	"Anthracnose, Downy mildew,  Rust"
500-599	586	6	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Peas	"Anthracnose, Downy mildew,  Rust"
500-599	586	7	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Mungo	"Anthracnose, Downy mildew,  Rust"
500-599	586	8	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Tomato	"Early and late blight, Anthracnose, Septoria leaf spot"
500-599	586	9	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Garlic	"Purple blotch, downy mildew, botrytis leaf blight"
500-599	586	10	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Onion	"Purple blotch, downy mildew, botrytis leaf blight"
500-599	586	11	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Pepper	Anthracnose
500-599	586	12	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Chili	Anthracnose
500-599	586	13	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Eggplant	"Blight, Anthracnose"
500-599	586	14	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Banana	"Sigatoka, Black leaf streak"
500-599	586	15	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Grapes	"Downy mildew, black rot"
500-599	586	16	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Mango	Anthracnose and Scab
500-599	586	17	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Papaya	Fruit rot
500-599	586	18	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Melon	"Downy mildew, Anthracnose, Scab"
500-599	586	19	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Watermelon	"Downy mildew, Anthracnose, Scab"
500-599	586	20	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Corn (Sweet andPopcorn)	Helminthosporium leaf spot
500-599	586	21	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Rice	"Blast, Sheath blight, cercospora leaf spot, helminthosporium leafspot"
500-599	586	22	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Peanut	Cercospora leaf spot
500-599	586	23	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Soybeans	Leaf rust
500-599	586	24	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 80 WP	800 g/Kg	WP	FUNGICIDE	4	385-053-2014	09/06/2024		Ornamentals	"Black spot, blight, Anthracnose"
500-599	586	25	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 600 OS	600 g/L	OS	FUNGICIDE	4	385-053-3547	10/09/2021		Banana	Black sigatoka
500-599	586	26	"VAST AGRO SOLUTIONS, INC."	MANCOZEB	FUNGUFREE 412 F	412 g/Kg	F	FUNGICIDE	4	385-053-3548	10/09/2021	-	Banana	Sigatoka
500-599	586	27	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Potato	Early and late blight
500-599	586	28	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Cabbage	"Downy mildew, alternaria leaf spot"
500-599	587	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	587	1	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Cauliflower	"Downy mildew, alternaria leaf spot"
500-599	587	2	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Broccoli	"Downy mildew, alternaria leaf spot"
500-599	587	3	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Celery	Late blight
500-599	587	4	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Cucumber	"Downy mildew, Anthracnose, Scab"
500-599	587	5	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Squash	"Downy mildew, Anthracnose, Scab"
500-599	587	6	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Cotton	Damping oil
500-599	587	7	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		lettuce	Downy mildew
500-599	587	8	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Beans	"Anthracnose, Downy mildew,  Rust"
500-599	587	9	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Peas	"Anthracnose, Downy mildew,  Rust"
500-599	587	10	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Mungo	"Anthracnose, Downy mildew,  Rust"
500-599	587	11	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Tomato	"Early and late blight, Anthracnose, Septoria leaf spot"
500-599	587	12	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Garlic	"Purple blotch, downy mildew, botrytis leaf blight"
500-599	587	13	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Onion	"Purple blotch, downy mildew, botrytis leaf blight"
500-599	587	14	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Pepper	Anthracnose
500-599	587	15	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Chili	Anthracnose
500-599	587	16	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Eggplant	"Blight, Anthracnose"
500-599	587	17	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Banana	"Sigatoka, Black leaf streak"
500-599	587	18	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Grapes	"Downy mildew, black rot"
500-599	587	19	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Mango	Anthracnose and Scab
500-599	587	20	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Papaya	Fruit rot
500-599	587	21	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Melon	"Downy mildew, Anthracnose, Scab"
500-599	587	22	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Watermelon	"Downy mildew, Anthracnose, Scab"
500-599	587	23	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Corn (Sweet andPopcorn)	Helminthosporium leaf spot
500-599	587	24	118 AGRICULTURAL  CORPORATION	MANCOZEB	FUNGOZEB 80 WP	800g/kg	WP	FUNGICIDE	4	506-053-4389	04/06/2024		Rice	"Blast, Sheath blight, cercospora leaf spot, helminthosporium leafspot"
